0,0,0,0.158119658,-0.111111111,0.269230769,-0.273504274,0.337606838,-0.405982906,0.38034188,-0.525641026,0.132478632,-0.517094017,0.205128205,-0.675213675,0.286324786,-0.666666667,0.358974359,-0.615384615,0.025641026,-0.542735043,0.02991453,-0.760683761,0.076923077,-0.893162393,0.128205128,-1,-0.081196581,-0.517094017,-0.102564103,-0.713675214,-0.076923077,-0.841880342,-0.034188034,-0.957264957,-0.179487179,-0.44017094,-0.235042735,-0.594017094,-0.269230769,-0.705128205,-0.282051282,-0.811965812
0,0,0,0.157446809,-0.119148936,0.272340426,-0.280851064,0.340425532,-0.408510638,0.382978723,-0.519148936,0.131914894,-0.519148936,0.208510638,-0.676595745,0.29787234,-0.659574468,0.365957447,-0.6,0.025531915,-0.540425532,0.029787234,-0.757446809,0.076595745,-0.889361702,0.131914894,-1,-0.076595745,-0.510638298,-0.10212766,-0.710638298,-0.076595745,-0.838297872,-0.034042553,-0.944680851,-0.178723404,-0.438297872,-0.234042553,-0.587234043,-0.263829787,-0.69787234,-0.276595745,-0.804255319
0,0,0,0.157446809,-0.119148936,0.272340426,-0.276595745,0.340425532,-0.408510638,0.382978723,-0.523404255,0.131914894,-0.519148936,0.204255319,-0.676595745,0.289361702,-0.663829787,0.361702128,-0.608510638,0.025531915,-0.544680851,0.025531915,-0.757446809,0.076595745,-0.889361702,0.127659574,-1,-0.080851064,-0.514893617,-0.10212766,-0.710638298,-0.076595745,-0.838297872,-0.034042553,-0.94893617,-0.178723404,-0.442553191,-0.234042553,-0.591489362,-0.263829787,-0.70212766,-0.272340426,-0.812765957
0,0,0,0.153846154,-0.11965812,0.269230769,-0.277777778,0.337606838,-0.41025641,0.38034188,-0.525641026,0.123931624,-0.517094017,0.200854701,-0.675213675,0.286324786,-0.662393162,0.358974359,-0.611111111,0.017094017,-0.547008547,0.021367521,-0.760683761,0.068376068,-0.893162393,0.123931624,-1,-0.085470085,-0.517094017,-0.106837607,-0.717948718,-0.081196581,-0.841880342,-0.034188034,-0.952991453,-0.183760684,-0.444444444,-0.239316239,-0.594017094,-0.269230769,-0.709401709,-0.282051282,-0.811965812
0,0,0,0.158119658,-0.115384615,0.269230769,-0.273504274,0.341880342,-0.401709402,0.38034188,-0.517094017,0.128205128,-0.517094017,0.209401709,-0.679487179,0.294871795,-0.658119658,0.363247863,-0.602564103,0.021367521,-0.542735043,0.025641026,-0.756410256,0.072649573,-0.888888889,0.128205128,-1,-0.081196581,-0.512820513,-0.102564103,-0.709401709,-0.081196581,-0.837606838,-0.038461538,-0.948717949,-0.179487179,-0.435897436,-0.235042735,-0.585470085,-0.264957265,-0.696581197,-0.277777778,-0.803418803
0,0,0,0.158119658,-0.11965812,0.269230769,-0.277777778,0.341880342,-0.41025641,0.384615385,-0.525641026,0.128205128,-0.521367521,0.205128205,-0.675213675,0.286324786,-0.662393162,0.358974359,-0.611111111,0.021367521,-0.547008547,0.025641026,-0.760683761,0.072649573,-0.893162393,0.128205128,-1,-0.081196581,-0.517094017,-0.106837607,-0.713675214,-0.081196581,-0.841880342,-0.034188034,-0.952991453,-0.183760684,-0.444444444,-0.239316239,-0.594017094,-0.269230769,-0.705128205,-0.277777778,-0.807692308
0,0,0,0.158119658,-0.115384615,0.273504274,-0.273504274,0.341880342,-0.405982906,0.38034188,-0.521367521,0.128205128,-0.517094017,0.205128205,-0.679487179,0.290598291,-0.662393162,0.363247863,-0.606837607,0.021367521,-0.542735043,0.025641026,-0.756410256,0.072649573,-0.888888889,0.128205128,-1,-0.081196581,-0.512820513,-0.102564103,-0.713675214,-0.076923077,-0.837606838,-0.034188034,-0.948717949,-0.179487179,-0.44017094,-0.235042735,-0.58974359,-0.264957265,-0.700854701,-0.277777778,-0.807692308
0,0,0,0.153191489,-0.119148936,0.268085106,-0.280851064,0.331914894,-0.408510638,0.378723404,-0.523404255,0.127659574,-0.519148936,0.2,-0.676595745,0.289361702,-0.663829787,0.361702128,-0.608510638,0.021276596,-0.540425532,0.025531915,-0.753191489,0.072340426,-0.885106383,0.123404255,-1,-0.080851064,-0.510638298,-0.106382979,-0.710638298,-0.080851064,-0.838297872,-0.034042553,-0.94893617,-0.182978723,-0.438297872,-0.238297872,-0.587234043,-0.268085106,-0.69787234,-0.280851064,-0.804255319
0,0,0,0.158119658,-0.115384615,0.269230769,-0.277777778,0.337606838,-0.41025641,0.38034188,-0.525641026,0.123931624,-0.517094017,0.200854701,-0.679487179,0.286324786,-0.662393162,0.358974359,-0.606837607,0.017094017,-0.542735043,0.021367521,-0.756410256,0.068376068,-0.888888889,0.123931624,-1,-0.085470085,-0.512820513,-0.106837607,-0.713675214,-0.081196581,-0.837606838,-0.038461538,-0.948717949,-0.183760684,-0.435897436,-0.239316239,-0.585470085,-0.269230769,-0.700854701,-0.277777778,-0.807692308
0,0,0,0.158119658,-0.123931624,0.264957265,-0.286324786,0.329059829,-0.414529915,0.376068376,-0.521367521,0.11965812,-0.517094017,0.196581197,-0.675213675,0.282051282,-0.658119658,0.354700855,-0.602564103,0.012820513,-0.542735043,0.017094017,-0.756410256,0.064102564,-0.888888889,0.115384615,-1,-0.08974359,-0.512820513,-0.111111111,-0.713675214,-0.085470085,-0.837606838,-0.042735043,-0.948717949,-0.188034188,-0.44017094,-0.243589744,-0.58974359,-0.273504274,-0.700854701,-0.286324786,-0.807692308
